Partner_ID,Recommended_Products,Similarity_Scores
705_79,"['AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)', 'Solar Solutions']","[4.519427190999915, 2.749999999999999, 1.8749999999999996]"
706_16,"['Starter', 'RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)']","[3.2933106446316716, 2.4607103086174034, 2.4607103086174034]"
707_53,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)']","[2.6738744444502784, 2.607108250087961, 1.7251911463997647]"
708_58,"['SDF(Switch Disconnectors)', 'Pump Starter and Controller', 'Starter']","[3.3914544923120307, 3.3914544923120307, 2.5249158227686106]"
709_61,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[3.291370315080642, 3.2829089846240627, 2.4579510732397574]"
710_70,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'Starter']","[3.59248647961273, 3.5326920704511053, 2.643803181562216]"
711_58,"['PSS(Compact Sub-Stations)', 'E-House', 'ACB(Air Circuit Breaker)']","[3.3934231004956374, 2.5501490577840698, 2.5501490577840698]"
712_59,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'Controller']","[2.516069440022987, 2.4607103086174034, 2.4607103086174034]"
713_97,"['Pump Starter and Controller', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[3.384735700456949, 3.3354627641855497, 2.584735700456949]"
714_70,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)']","[3.446631134629322, 2.571631134629322, 2.529586591159714]"
715_75,"['BBT(Busbar Trunking)', 'Starter', 'PSS(Compact Sub-Stations)']","[3.2768875045426973, 2.4955866094142056, 2.4402274780086217]"
716_83,"['MCCB(Moduled Case Circuit Breaker)', 'Controller', 'BBT(Busbar Trunking)']","[2.6083420844847165, 2.548547388496604, 2.548547388496604]"
717_43,"['E-House', 'AIS(Air Insulated Switchgear)', 'Controller']","[3.134126749790129, 3.1341267497901284, 2.3595300805486454]"
718_83,"['Controller', 'ACB(Air Circuit Breaker)', 'E-House']","[4.376771419395912, 3.531617164667396, 3.5196285622530556]"
719_96,"['Starter', 'E-House', 'Solar Solutions']","[4.035723669770611, 2.4451542547285166, 2.4451542547285166]"
720_76,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)']","[3.6094757082487297, 3.6094757082487297, 2.720586819359841]"
721_10,"['AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)']","[3.228635403764108, 3.228635403764108, 2.4540387345226247]"
722_81,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'ACB(Air Circuit Breaker)']","[3.5555555555555554, 2.6666666666666665, 2.6666666666666665]"
723_72,"['Controller', 'SDF(Switch Disconnectors)', 'Pump Starter and Controller']","[2.5040808376086465, 2.5040808376086465, 2.5040808376086465]"
724_74,"['Pump Starter and Controller', 'SDF(Switch Disconnectors)', 'E-House']","[3.540997376966959, 3.487077224273784, 1.7777777777777777]"
725_86,"['Solar Solutions', 'RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)']","[3.606663423581895, 2.731663423581895, 1.7888543819998317]"
726_2,"['VCB(Vacuum Circuit Breaker)', 'Solar Solutions', 'RMU(Ring Main Unit)']","[3.49599713897685, 3.484773390603126, 3.439158544425805]"
727_57,"['RMU(Ring Main Unit)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[3.397986543711184, 3.397986543711184, 3.31785316576026]"
728_90,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)']","[2.572187967806663, 1.7472300564223575, 1.7472300564223575]"
729_69,"['ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.51037225807779, 2.6854143466934848, 2.6854143466934848]"
730_6,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'Pump Starter and Controller']","[4.202676599575357, 3.377718688191052, 3.377718688191052]"
731_15,"['Solar Solutions', 'AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)']","[2.8959170128011262, 2.2563001196695147, 2.2563001196695147]"
732_53,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.4909055657931067, 3.4909055657931067, 3.4456484886389855]"
733_47,"['VCU(Vacuum Contactor Units)', 'BBT(Busbar Trunking)', 'Starter']","[3.446631134629322, 2.571631134629322, 2.571631134629322]"
734_72,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[4.201458350966785, 3.3581843082552165, 2.5416877273274907]"
735_74,"['AIS(Air Insulated Switchgear)', 'Modular Switches', 'Solar Solutions']","[3.4343561618679948, 2.6297251801330557, 2.5910821191564266]"
736_92,"['SDF(Switch Disconnectors)', 'Modular Switches', 'VCU(Vacuum Contactor Units)']","[2.76037225807779, 2.76037225807779, 1.9354143466934848]"
737_65,"['RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[3.4956212073681723, 3.4956212073681723, 2.8631656753344967]"
738_32,"['Controller', 'Starter', 'Modular Switches']","[3.1811388300841896, 3.1811388300841896, 3.1811388300841896]"
739_56,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'Solar Solutions']","[2.6499158227686106, 2.6499158227686106, 2.474873734152916]"
740_49,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[3.541611985154171, 2.6666666666666665, 2.6596948814659744]"
741_93,"['BBT(Busbar Trunking)', 'Controller', 'Starter']","[2.6885700979603073, 2.6498674686478876, 1.7794791888693984]"
742_97,"['ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[2.4607103086174034, 2.4607103086174034, 2.4607103086174034]"
743_20,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[2.5943409295736153, 2.5943409295736153, 1.7925572038363422]"
744_95,"['BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[4.135462764185549, 3.335462764185549, 2.4903085094570327]"
745_53,"['VCB(Vacuum Circuit Breaker)', 'Modular Switches', 'PSS(Compact Sub-Stations)']","[3.6023488445004928, 2.783168966106892, 1.8702980369316151]"
746_39,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[2.6352313834736494, 2.6352313834736494, 1.7919573407620817]"
747_59,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'PSS(Compact Sub-Stations)']","[2.637701233711484, 1.788854381999832, 1.788854381999832]"
748_71,"['AIS(Air Insulated Switchgear)', 'E-House', 'VCB(Vacuum Circuit Breaker)']","[2.7431104890504296, 2.706799628371547, 1.8067996283715468]"
749_55,"['PSS(Compact Sub-Stations)', 'Controller', 'Modular Switches']","[3.4661313192477667, 3.4661313192477667, 3.441357072702427]"
750_98,"['Modular Switches', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[3.5235307808172593, 3.4687761819630154, 2.6654144504962263]"
751_4,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'Controller']","[3.4277607768067466, 3.427760776806746, 3.427760776806746]"
752_11,"['E-House', 'SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)']","[3.4187861805911854, 3.396589046013627, 2.5527607768067466]"
753_56,"['Modular Switches', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[3.3323518989732244, 2.5158553180454986, 2.5158553180454986]"
754_53,"['MCCB(Moduled Case Circuit Breaker)', 'Pump Starter and Controller', 'Starter']","[3.1557354993256723, 3.146304914367768, 2.3811388300841894]"
755_52,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[2.694427190999916, 2.688854381999832, 1.7581163303210334]"
756_18,"['ACB(Air Circuit Breaker)', 'Starter', 'Solar Solutions']","[4.311285573976283, 4.311285573976283, 2.60898846210491]"
757_13,"['SDF(Switch Disconnectors)', 'Modular Switches', 'Controller']","[3.137206669221152, 3.137206669221152, 2.362609999979669]"
758_94,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)']","[3.4103684175529656, 3.4103684175529656, 2.6548797857842703]"
759_97,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'AIS(Air Insulated Switchgear)']","[3.2546799974048524, 3.21278008571861, 3.1959433333130027]"
760_68,"['MCCB(Moduled Case Circuit Breaker)', 'SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)']","[3.39991582276861, 3.39991582276861, 2.574957911384305]"
761_61,"['RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[2.565384140902211, 2.5158553180454986, 2.5158553180454986]"
762_70,"['Controller', 'SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)']","[2.5684651891113326, 2.5684651891113326, 2.568465189111332]"
763_27,"['PSS(Compact Sub-Stations)', 'Modular Switches', 'Pump Starter and Controller']","[3.2808779244991273, 3.2808779244991273, 2.5354627641855494]"
764_6,"['Controller', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[4.099154060888752, 2.4955866094142056, 2.4607103086174034]"
765_44,"['RMU(Ring Main Unit)', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[3.5555555555555554, 3.5555555555555554, 2.6666666666666665]"
766_75,"['VCB(Vacuum Circuit Breaker)', 'BBT(Busbar Trunking)', 'SDF(Switch Disconnectors)']","[3.5321284247114, 2.694427190999916, 2.6321284247114]"
767_15,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'Starter']","[3.117064237626214, 2.3717082451262845, 2.3717082451262845]"
768_23,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[3.36504396942433, 2.6083420844847165, 1.7918455035569902]"
769_46,"['Pump Starter and Controller', 'Controller', 'AIS(Air Insulated Switchgear)']","[4.016862499854801, 4.016862499854801, 2.4357236697706113]"
770_43,"['E-House', 'PSS(Compact Sub-Stations)', 'RMU(Ring Main Unit)']","[3.1338122418398022, 2.5163815408028087, 2.5163815408028087]"
771_80,"['AIS(Air Insulated Switchgear)', 'RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)']","[4.199358737117773, 4.199358737117773, 3.3660254037844393]"
772_3,"['Controller', 'SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)']","[3.2996598285221195, 3.282823076116512, 2.483163247594393]"
773_34,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Controller']","[2.483163247594393, 2.365689919410693, 1.666666666666667]"
774_35,"['RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)', 'E-House']","[3.434490592895771, 3.434490592895771, 2.5684651891113326]"
775_43,"['RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[4.13546276418555, 3.290308509457033, 3.290308509457033]"
776_71,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)']","[4.586845845244359, 3.6979569563554704, 2.8090680674665816]"
777_25,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'Solar Solutions']","[2.6499158227686106, 2.6499158227686106, 2.474873734152916]"
778_36,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'PSS(Compact Sub-Stations)']","[3.4089833473669446, 2.575650014033611, 2.483163247594393]"
779_34,"['VCU(Vacuum Contactor Units)', 'ACB(Air Circuit Breaker)', 'Starter']","[3.535533905932738, 3.535533905932738, 2.8284271247461907]"
780_82,"['Solar Solutions', 'VCU(Vacuum Contactor Units)', 'AIS(Air Insulated Switchgear)']","[2.7777777777777777, 2.7777777777777777, 2.732162931600457]"
781_46,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'VCU(Vacuum Contactor Units)']","[2.365689919410693, 1.6498299142610595, 1.5910932501692094]"
782_94,"['Pump Starter and Controller', 'BBT(Busbar Trunking)', 'Starter']","[2.601390373032601, 2.559506703353634, 1.758116330321033]"
783_98,"['Controller', 'PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)']","[3.332351898973224, 3.3155151465676167, 2.4663264951887856]"
784_48,"['SDF(Switch Disconnectors)', 'Controller', 'ACB(Air Circuit Breaker)']","[3.486595222173249, 3.4187861805911854, 2.59382826920688]"
785_76,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'Pump Starter and Controller']","[2.5527607768067466, 1.699957911384305, 1.6777607768067468]"
786_65,"['ACB(Air Circuit Breaker)', 'AIS(Air Insulated Switchgear)', 'VCU(Vacuum Contactor Units)']","[2.5910821191564266, 2.518598379760979, 1.6865480854231356]"
787_13,"['RMU(Ring Main Unit)', 'Controller', 'Pump Starter and Controller']","[3.3841360528965483, 2.5943409295736153, 2.5040808376086465]"
788_98,"['Modular Switches', 'VCB(Vacuum Circuit Breaker)', 'Solar Solutions']","[3.332246635948281, 2.4955866094142056, 2.4607103086174034]"
789_52,"['RMU(Ring Main Unit)', 'VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)']","[3.396589046013627, 2.584853672991319, 2.557008718953183]"
790_90,"['SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[3.0586407533730107, 2.351533972186463, 2.3086407533730107]"
791_7,"['SDF(Switch Disconnectors)', 'E-House', 'MCCB(Moduled Case Circuit Breaker)']","[4.330351266985351, 3.464325863200913, 2.5981883353848954]"
792_38,"['ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)', 'Starter']","[4.137542153594898, 2.532692070451106, 2.5000000000000004]"
793_50,"['Controller', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[3.329204078592641, 2.5358816833119473, 2.5358816833119473]"
794_90,"['BBT(Busbar Trunking)', 'RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)']","[4.021915269729359, 2.4494897427831783, 1.6329931618554523]"
795_90,"['RMU(Ring Main Unit)', 'Pump Starter and Controller', 'Controller']","[4.007431914896896, 3.216862499854801, 3.216862499854801]"
796_28,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'Modular Switches']","[4.374264888168492, 2.6548797857842708, 2.6138122933841372]"
797_96,"['E-House', 'AIS(Air Insulated Switchgear)', 'BBT(Busbar Trunking)']","[3.49599713897685, 2.6527230962652824, 2.6140800352886533]"
798_75,"['Modular Switches', 'ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[3.144851053892361, 3.084283418983089, 2.3283544729646346]"
799_44,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'VCU(Vacuum Contactor Units)']","[3.340740864142722, 2.540843686568327, 2.4955866094142056]"
800_94,"['RMU(Ring Main Unit)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[3.3846237835454183, 3.3846237835454183, 2.5525734892075747]"
801_92,"['E-House', 'RMU(Ring Main Unit)', 'MCCB(Moduled Case Circuit Breaker)']","[2.6160254037844384, 2.5659833151687437, 1.7499999999999996]"
802_15,"['ACB(Air Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'Modular Switches']","[1.7677669529663684, 1.6865480854231358, 1.668231954095873]"
803_55,"['Solar Solutions', 'Starter', 'BBT(Busbar Trunking)']","[1.7749223135117802, 1.7285046100995225, 0.9090909090909091]"
804_52,"['SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)', 'MCCB(Moduled Case Circuit Breaker)']","[2.4357236697706113, 2.4357236697706113, 2.319952661741413]"
805_79,"['PSS(Compact Sub-Stations)', 'ACB(Air Circuit Breaker)', 'Starter']","[4.202676599575358, 2.5527607768067466, 2.5249158227686106]"
806_47,"['ACB(Air Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)', 'Controller']","[2.540843686568327, 2.540843686568327, 2.485484555162743]"
807_86,"['BBT(Busbar Trunking)', 'Modular Switches', 'RMU(Ring Main Unit)']","[1.794427190999916, 1.7944271909999159, 1.788854381999832]"
808_78,"['BBT(Busbar Trunking)', 'VCB(Vacuum Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.2903085094570326, 2.445154254728516, 2.4357236697706113]"
809_33,"['AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.2714473395412225, 3.2714473395412225, 3.2714473395412225]"
810_49,"['Pump Starter and Controller', 'PSS(Compact Sub-Stations)', 'Controller']","[3.5604143466934843, 2.704841537693401, 2.704841537693401]"
811_10,"['VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)', 'MCCB(Moduled Case Circuit Breaker)']","[4.099154060888752, 3.297370335151479, 1.65892658288013]"
812_59,"['SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[2.6928090415820627, 2.624999999999999, 1.7499999999999996]"
813_30,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'MCCB(Moduled Case Circuit Breaker)']","[2.604473377287575, 1.972017845253899, 1.972017845253899]"
814_58,"['AIS(Air Insulated Switchgear)', 'MCCB(Moduled Case Circuit Breaker)', 'Solar Solutions']","[3.9736199219855095, 3.1571233410577837, 2.3825266718163003]"
815_29,"['Modular Switches', 'MCCB(Moduled Case Circuit Breaker)', 'VCB(Vacuum Circuit Breaker)']","[2.6596948814659744, 2.6596948814659744, 2.636831396361524]"
816_86,"['Controller', 'ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)']","[3.299831645537221, 2.5249158227686106, 2.474873734152916]"
817_83,"['RMU(Ring Main Unit)', 'Solar Solutions', 'VCU(Vacuum Contactor Units)']","[4.477058019307029, 4.477058019307029, 1.8]"
818_32,"['ACB(Air Circuit Breaker)', 'Modular Switches', 'BBT(Busbar Trunking)']","[3.482411337598666, 3.457637091053326, 2.5757199873651295]"
819_3,"['PSS(Compact Sub-Stations)', 'BBT(Busbar Trunking)', 'Controller']","[3.499929884566825, 2.557120842984762, 2.511505996807441]"
820_6,"['BBT(Busbar Trunking)', 'Modular Switches', 'AIS(Air Insulated Switchgear)']","[2.653647488732256, 1.7832592089537664, 1.7832592089537664]"
821_49,"['ACB(Air Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[4.122041759271214, 2.4835980069998653, 2.4835980069998653]"
822_35,"['Solar Solutions', 'RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)']","[4.560760709420785, 3.6072981201751935, 2.7663335184208693]"
823_97,"['SDF(Switch Disconnectors)', 'VCB(Vacuum Circuit Breaker)', 'Controller']","[3.265986323710904, 2.449489742783178, 2.449489742783178]"
824_25,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'E-House']","[4.087165458474411, 3.250505431940336, 2.4835980069998653]"
825_64,"['AIS(Air Insulated Switchgear)', 'Controller', 'Modular Switches']","[2.3176301688624026, 2.3176301688624026, 2.3176301688624026]"
826_11,"['SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)', 'BBT(Busbar Trunking)']","[4.4972270686575, 2.6899289484823066, 2.6714852103069453]"
827_8,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'Solar Solutions']","[3.5162326606420664, 2.7, 2.6581163303210333]"
828_81,"['VCB(Vacuum Circuit Breaker)', 'Starter', 'BBT(Busbar Trunking)']","[3.30586456334592, 3.2938759609315795, 2.4920922351943062]"
829_29,"['Starter', 'Pump Starter and Controller', 'VCU(Vacuum Contactor Units)']","[4.376771419395912, 4.376771419395912, 2.674474307524539]"
830_94,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[4.078671230279971, 3.2768875045426973, 3.2420112037458946]"
831_20,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Controller']","[3.276657459890189, 2.474873734152916, 2.474873734152916]"
832_62,"['MCCB(Moduled Case Circuit Breaker)', 'PSS(Compact Sub-Stations)', 'Starter']","[3.2736152348813743, 3.231715323195132, 2.457118653953648]"
833_88,"['E-House', 'Starter', 'Modular Switches']","[3.084283418983089, 3.084283418983089, 3.084283418983089]"
834_93,"['RMU(Ring Main Unit)', 'E-House', 'ACB(Air Circuit Breaker)']","[3.2420112037458946, 2.573858098964834, 2.4402274780086217]"
835_31,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'AIS(Air Insulated Switchgear)']","[3.5555555555555554, 3.5555555555555554, 2.6666666666666665]"
836_41,"['PSS(Compact Sub-Stations)', 'Controller', 'E-House']","[3.9811388300841895, 3.190569415042095, 3.1811388300841896]"
837_12,"['Pump Starter and Controller', 'E-House', 'RMU(Ring Main Unit)']","[4.143105688248789, 3.3181477768644836, 3.3181477768644836]"
838_24,"['PSS(Compact Sub-Stations)', 'VCB(Vacuum Circuit Breaker)', 'SDF(Switch Disconnectors)']","[3.291370315080642, 2.466412403696337, 1.6414544923120313]"
839_82,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'Controller']","[3.5111343340586147, 2.637711458564859, 2.5389571384054492]"
840_16,"['VCU(Vacuum Contactor Units)', 'VCB(Vacuum Circuit Breaker)', 'Pump Starter and Controller']","[3.9181429750737338, 3.162214029055279, 3.162214029055279]"
841_23,"['RMU(Ring Main Unit)', 'VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[2.6453105932902696, 2.645310593290269, 2.611164839335468]"
842_42,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'PSS(Compact Sub-Stations)']","[4.402029505500064, 3.507602314500148, 3.507602314500148]"
843_57,"['ACB(Air Circuit Breaker)', 'Pump Starter and Controller', 'E-House']","[3.4499579113843053, 3.4277607768067466, 1.7278028654224413]"
844_7,"['BBT(Busbar Trunking)', 'AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)']","[4.361520058605656, 3.4187110170235924, 2.5754369743120247]"
845_75,"['SDF(Switch Disconnectors)', 'BBT(Busbar Trunking)', 'RMU(Ring Main Unit)']","[2.7064467042785334, 2.663964054881746, 1.7935757751032564]"
846_84,"['PSS(Compact Sub-Stations)', 'SDF(Switch Disconnectors)', 'RMU(Ring Main Unit)']","[2.5637220611659166, 1.7285046100995225, 1.723191145200931]"
847_81,"['Controller', 'Modular Switches', 'Pump Starter and Controller']","[3.3914544923120307, 3.3914544923120307, 1.699957911384305]"
848_88,"['E-House', 'Controller', 'ACB(Air Circuit Breaker)']","[4.080877924499128, 3.290308509457033, 3.2808779244991277]"
849_84,"['AIS(Air Insulated Switchgear)', 'Modular Switches', 'Pump Starter and Controller']","[3.9736199219855104, 3.9736199219855104, 3.1990232527440265]"
850_72,"['SDF(Switch Disconnectors)', 'AIS(Air Insulated Switchgear)', 'ACB(Air Circuit Breaker)']","[2.6321284247114, 2.580975276423052, 1.7377012337114839]"
851_21,"['Solar Solutions', 'ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[4.446146018887462, 3.564228915199265, 3.541611985154171]"
852_49,"['VCU(Vacuum Contactor Units)', 'Solar Solutions', 'SDF(Switch Disconnectors)']","[4.2575342686277216, 3.4003914114848643, 3.3756171649395244]"
853_76,"['SDF(Switch Disconnectors)', 'ACB(Air Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[2.6928090415820627, 2.624999999999999, 1.7499999999999996]"
854_89,"['Solar Solutions', 'Pump Starter and Controller', 'ACB(Air Circuit Breaker)']","[4.1843182687165, 4.1843182687165, 3.3391640139879835]"
855_16,"['Modular Switches', 'PSS(Compact Sub-Stations)', 'Pump Starter and Controller']","[3.3865304083899543, 2.5847466826526815, 2.4607103086174034]"
856_9,"['VCB(Vacuum Circuit Breaker)', 'E-House', 'RMU(Ring Main Unit)']","[3.6790410057863063, 3.5795060069158104, 2.7362319642042428]"
857_40,"['VCU(Vacuum Contactor Units)', 'Controller', 'AIS(Air Insulated Switchgear)']","[3.542465154262363, 3.5292426159003654, 3.459853672991319]"
858_25,"['E-House', 'RMU(Ring Main Unit)', 'SDF(Switch Disconnectors)']","[2.6354525947843546, 2.6264779985687934, 2.6132554602067963]"
859_79,"['MCCB(Moduled Case Circuit Breaker)', 'Starter', 'Pump Starter and Controller']","[2.572758080238341, 2.4487217062030626, 2.405351177211819]"
860_10,"['VCB(Vacuum Circuit Breaker)', 'Controller', 'RMU(Ring Main Unit)']","[3.3879384584557366, 1.701390373032601, 1.701390373032601]"
861_86,"['Modular Switches', 'Pump Starter and Controller', 'PSS(Compact Sub-Stations)']","[3.287268280900016, 3.287268280900016, 3.283208590380209]"
862_45,"['Controller', 'E-House', 'Pump Starter and Controller']","[3.1557354993256728, 2.38113883008419, 2.3811388300841894]"
863_22,"['AIS(Air Insulated Switchgear)', 'SDF(Switch Disconnectors)', 'PSS(Compact Sub-Stations)']","[2.5659833151687437, 2.5249158227686106, 2.5159412265530494]"
864_36,"['PSS(Compact Sub-Stations)', 'E-House', 'Controller']","[2.4402274780086217, 2.4361677874888144, 2.4361677874888144]"
865_93,"['Modular Switches', 'MCCB(Moduled Case Circuit Breaker)', 'VCU(Vacuum Contactor Units)']","[3.5182460158940874, 1.831697930470952, 1.831697930470952]"
866_72,"['BBT(Busbar Trunking)', 'PSS(Compact Sub-Stations)', 'Controller']","[4.412969292599227, 2.7115789195666253, 2.654852962278193]"
867_17,"['BBT(Busbar Trunking)', 'ACB(Air Circuit Breaker)', 'Modular Switches']","[3.368744091975491, 3.3276765995753577, 3.3276765995753577]"
868_69,"['VCB(Vacuum Circuit Breaker)', 'VCU(Vacuum Contactor Units)', 'SDF(Switch Disconnectors)']","[3.434490592895771, 2.5525734892075747, 1.7251911463997647]"
869_8,"['VCU(Vacuum Contactor Units)', 'E-House', 'Pump Starter and Controller']","[3.46882826920688, 3.446631134629322, 3.446631134629322]"
870_51,"['VCU(Vacuum Contactor Units)', 'PSS(Compact Sub-Stations)', 'Starter']","[4.328019968021891, 3.4828657132933754, 2.625722856150518]"
871_49,"['E-House', 'RMU(Ring Main Unit)', 'AIS(Air Insulated Switchgear)']","[4.360037025350304, 2.6209770645192503, 2.6209770645192503]"
872_33,"['BBT(Busbar Trunking)', 'RMU(Ring Main Unit)', 'ACB(Air Circuit Breaker)']","[2.5158553180454986, 2.5158553180454986, 1.6498299142610595]"
873_49,"['AIS(Air Insulated Switchgear)', 'VCB(Vacuum Circuit Breaker)', 'ACB(Air Circuit Breaker)']","[3.3775037131024024, 2.5757199873651295, 2.540843686568327]"
874_84,"['BBT(Busbar Trunking)', 'Pump Starter and Controller', 'VCB(Vacuum Circuit Breaker)']","[3.3978675352172876, 3.2755660210841056, 2.4849966060420106]"
875_24,"['Pump Starter and Controller', 'RMU(Ring Main Unit)', 'E-House']","[4.154455503536659, 3.3379589226089332, 2.5664421727984736]"
876_77,"['ACB(Air Circuit Breaker)', 'RMU(Ring Main Unit)', 'PSS(Compact Sub-Stations)']","[3.474371485098934, 2.5943409295736153, 2.582352327159275]"
877_64,"['Starter', 'Modular Switches', 'MCCB(Moduled Case Circuit Breaker)']","[2.516069440022987, 1.6938028836769323, 1.65892658288013]"
878_51,"['SDF(Switch Disconnectors)', 'Starter', 'Solar Solutions']","[3.63861224653282, 1.861554227225791, 0.9000000000000001]"
879_42,"['VCB(Vacuum Circuit Breaker)', 'Controller', 'Modular Switches']","[3.8969221926954365, 3.122325523453953, 3.122325523453953]"
